preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Una separación,"Asghar Farhadi (dir.), Payman Maadi, Leila Hatami",8.22171072620679,2011,116,,/title/tt1832382/
1,Los Ángeles al desnudo,"Curtis Hanson (dir.), Kevin Spacey, Russell Crowe",8.221679026965719,1997,117,,/title/tt0119488/
2,Snatch: Cerdos y diamantes,"Guy Ritchie (dir.), Jason Statham, Brad Pitt",8.218772918861262,2000,118,,/title/tt0208092/
3,Ladrones de bicicletas,"Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola",8.218285496371724,1948,119,,/title/tt0040522/
4,Duro de matar,"John McTiernan (dir.), Bruce Willis, Alan Rickman",8.218142055636076,1988,120,,/title/tt0095016/
1,Indiana Jones y la última cruzada,"Steven Spielberg (dir.), Harrison Ford, Sean Connery",8.216969291019517,1989,121,,/title/tt0097576/
2,Like stars on Earth,"Aamir Khan (dir.), Darsheel Safary, Aamir Khan",8.21138817609636,2007,122,,/title/tt0986264/
3,1917,"Sam Mendes (dir.), Dean-Charles Chapman, George MacKay",8.211305136794774,2019,123,,/title/tt8579674/
4,La caída,"Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara",8.203748797071487,2004,124,,/title/tt0363163/
1,Por unos dólares más,"Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef",8.201683092711045,1965,125,,/title/tt0059578/
2,Batman inicia,"Christopher Nolan (dir.), Christian Bale, Michael Caine",8.199829337432528,2005,126,,/title/tt0372784/
3,Dangal,"Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar",8.199000642880794,2016,127,,/title/tt5074352/
4,El chico,"Charles Chaplin (dir.), Charles Chaplin, Edna Purviance",8.193622277545073,1921,128,,/title/tt0012349/
1,Una Eva y dos Adanes,"Billy Wilder (dir.), Marilyn Monroe, Tony Curtis",8.191876467237492,1959,129,,/title/tt0053291/
2,La malvada,"Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter",8.180754217537364,1950,130,,/title/tt0042192/
3,El padre,"Florian Zeller (dir.), Anthony Hopkins, Olivia Colman",8.180511969681556,2020,131,,/title/tt10272386/
4,Green Book Una amistad sin fronteras,"Peter Farrelly (dir.), Viggo Mortensen, Mahershala Ali",8.175934812660277,2018,132,,/title/tt6966692/
1,El lobo de Wall Street,"Martin Scorsese (dir.), Leonardo DiCaprio, Jonah Hill",8.174466357779464,2013,133,,/title/tt0993846/
2,Juicio en Nuremberg,"Stanley Kramer (dir.), Spencer Tracy, Burt Lancaster",8.16999235017109,1961,134,,/title/tt0055031/
3,Ran,"Akira Kurosawa (dir.), Tatsuya Nakadai, Akira Terao",8.165558813811051,1985,135,,/title/tt0089881/
4,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.163912645143263,1995,136,,/title/tt0112641/
1,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.162184180019215,2006,137,,/title/tt0457430/
2,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.161391626209943,1992,138,,/title/tt0105695/
3,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.157939947895793,2007,139,,/title/tt0469494/
4,Spider-Man: Sin Camino A Casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.156046360790022,2021,140,,/title/tt10872600/
1,The Truman Show: Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.155845023764707,1998,141,,/title/tt0120382/
2,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.153568113488054,1999,142,,/title/tt0167404/
3,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.152032983759039,2001,143,,/title/tt0268978/
4,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.14984118168214,1961,144,,/title/tt0055630/
1,Monty Python y el santo grial,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.149684700353854,1975,145,,/title/tt0071853/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.14812787550985,1948,146,,/title/tt0040897/
3,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.147655054962822,2010,147,,/title/tt1130884/
4,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.145554106505575,1993,148,,/title/tt0107290/
1,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.142251939816315,1950,149,,/title/tt0042876/
2,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.141447178031436,1963,150,,/title/tt0057115/
3,Kill Bill La venganza (volumen 1),"Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.137868961857189,volumen 1,151,,/title/tt0266697/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.137180576780061,2007,152,,/title/tt0477348/
1,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131431883712938,2003,153,,/title/tt0266543/
2,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.12972246068824,1980,154,,/title/tt0080678/
3,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.128531741616397,1982,155,,/title/tt0084787/
4,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.128518415021208,1974,156,,/title/tt0071315/
1,El toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.127636128363378,1980,157,,/title/tt0081398/
2,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.124591394182529,1939,158,,/title/tt0031381/
3,V de Venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.124447287449184,2005,159,,/title/tt0434409/
4,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.122797748578483,2015,160,,/title/tt2096673/
1,"Juegos, trampas y dos pistolas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.121897610383774,1998,161,,/title/tt0120735/
2,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.120003293445093,1954,162,,/title/tt0046912/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.117825208308552,2009,163,,/title/tt1305806/
